PlaylistId,PlaylistName,TrackName,Composer,track_revenue
5,90’s Music,Prowler,Steve Harris,0.99
5,90’s Music,Prá Dizer Adeus,Titãs,0.99
5,90’s Music,Psychopomp,The Tea Party,0.99
5,90’s Music,Psychopomp,The Tea Party,0.0
5,90’s Music,Public Enema Number One,Bruce Dickinson/David Murray,0.0
5,90’s Music,Pulse,The Tea Party,0.0
5,90’s Music,Purple Stain,Red Hot Chili Peppers,0.0
5,90’s Music,Pushin Forward Back,,0.0
5,90’s Music,Put On Your Shit Kickers,E. Schrody/L. Muggerud,0.0
5,90’s Music,Put You Down,Jerry Cantrell,0.0
5,90’s Music,Put Your Head Out,E. Schrody/L. Freese/L. Muggerud,0.99
5,90’s Music,Put Your Lights On,E. Shrody,0.99
5,90’s Music,Puteiro Em João Pessoa,Rodolfo,0.99
5,90’s Music,Pétala,,0.0
5,90’s Music,Qualquer Coisa,,0.0
5,90’s Music,Quando Você Voltar,Renato Russo,0.99
5,90’s Music,Quanta (Live),,0.99
5,90’s Music,Que País É Este,Renato Russo,0.0
5,90’s Music,Que País É Este,Renato Russo,0.0
5,90’s Music,Queimando Tudo,,0.0
5,90’s Music,Queixa,,0.99
5,90’s Music,Quem Me Cobrou?,,0.0
5,90’s Music,Querem Meu Sangue,Titãs,0.99
5,90’s Music,Quilombo Groove [Instrumental],Chico Science,0.0
5,90’s Music,RV,,0.99
5,90’s Music,Radio Song,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,0.99
5,90’s Music,Rag Doll,"Steven Tyler, Joe Perry, Jim Vallance, Holly Knight",0.99
5,90’s Music,Ramshackle Man,roger glover,0.99
5,90’s Music,Rapidamente,,0.0
5,90’s Music,Rappers Reais,,1.98
5,90’s Music,Rats,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,0.0
5,90’s Music,Reach Down,,0.0
5,90’s Music,Real Thing,"Jerry Cantrell, Layne Staley",0.99
5,90’s Music,Realce,Gilberto Gil,0.99
5,90’s Music,Realidade Virtual,Bino/Da Gamma/Lazao/Toni Garrido,0.0
5,90’s Music,Realword,Roy Z,0.99
5,90’s Music,Rearviewmirror,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,0.0
5,90’s Music,Red Mosquito,Jeff Ament & Stone Gossard & Jack Irons & Mike McCready & Eddie Vedder,0.0
5,90’s Music,Redundant,Billie Joe Armstrong -Words Green Day -Music,0.99
5,90’s Music,Refavela (Live),,0.99
5,90’s Music,Refazenda,Gilberto Gil,0.99
5,90’s Music,Reggae Music,,0.0
5,90’s Music,Release,The Tea Party,0.99
5,90’s Music,Release,Jeff Ament/Mike McCready/Stone Gossard,0.0
5,90’s Music,Release,The Tea Party,1.98
5,90’s Music,Remember Tomorrow,Paul Di'Anno/Steve Harris,0.0
5,90’s Music,Remote Control,Joe Strummer/Mick Jones,0.0
5,90’s Music,Respectable,Jagger/Richards,0.99
5,90’s Music,Restless and Wild,"F. Baltes, R.A. Smith-Diesel, S. Kaufman, U. Dirkscneider & W. Hoffman",0.99
5,90’s Music,Revolution 1993,"Smith, Toby",0.0
5,90’s Music,Rhinocerous,Billy Corgan,0.99
5,90’s Music,Ricochet,"Mike Bordin, Billy Gould, Mike Patton",0.0
5,90’s Music,Right Next Door to Hell,,0.99
5,90’s Music,Right Now,Van Halen,0.99
5,90’s Music,Right On Time,Red Hot Chili Peppers,1.98
5,90’s Music,Right Through You,Alanis Morissette & Glenn Ballard,0.99
5,90’s Music,Rindo À Toa,,0.0
5,90’s Music,Rios Pontes & Overdrives,,0.99
5,90’s Music,Risoflora,,0.0
5,90’s Music,Road Trippin',Red Hot Chili Peppers,0.99
5,90’s Music,Roadrunner,Bo Diddley,0.0
5,90’s Music,Rock 'N' Roll Music,Chuck Berry,0.99
5,90’s Music,Rock And Roll All Nite,"Paul Stanley, Gene Simmons",1.98
5,90’s Music,Rock Bottom,"Paul Stanley, Ace Frehley",0.0
5,90’s Music,Rock Of Ages,,0.99
5,90’s Music,Rock The Casbah,The Clash,0.99
5,90’s Music,Rocket,,0.0
5,90’s Music,Rollin' And Tumblin',McKinley Morgenfield (Muddy Waters),0.0
5,90’s Music,Romeo et Juliette: No. 11 - Danse des Chevaliers,,0.99
5,90’s Music,Ronnie,"James Hetfield, Lars Ulrich",0.0
5,90’s Music,Rosa's Cantina,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",0.0
5,90’s Music,Roxanne,G M Sumner,0.99
5,90’s Music,Rugas,Augusto Garcez/Nelson Cavaquinho,0.0
5,90’s Music,Run Silent Run Deep,Bruce Dickinson/Steve Harris,1.98
5,90’s Music,Run To The Hills,,0.0
5,90’s Music,Run To The Hilss,Steve Harris,0.99
5,90’s Music,Running Free,,0.0
5,90’s Music,Running Free,Paul Di'Anno/Steve Harris,0.0
5,90’s Music,Running On Faith,Jerry Lynn Williams,0.0
5,90’s Music,Rusty Cage,Chris Cornell,0.99
5,90’s Music,"Sabbath, Bloody Sabbath",,0.99
5,90’s Music,Sabbra Cadabra,Black Sabbath,0.0
5,90’s Music,Sad But True,Ulrich,0.0
5,90’s Music,Sad But True,Apocalyptica,0.0
5,90’s Music,Saint Of Me,Jagger/Richards,0.99
5,90’s Music,Salustiano Song,,0.0
5,90’s Music,Salutations,E. Schrody/L. Dimant,0.99
5,90’s Music,Samba Do Lado,Chico Science,1.98
5,90’s Music,Samba Makossa,,0.99
5,90’s Music,Samba pras moças,Grazielle/Roque Ferreira,0.99
5,90’s Music,Same Ol' Situation,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,0.99
5,90’s Music,Samidarish [Instrumental],Chico Science,0.0
5,90’s Music,Sampa,,0.0
5,90’s Music,Sampa,Gilberto Gil,0.99
5,90’s Music,Samurai,Djavan,0.0
5,90’s Music,San Francisco Bay Blues,Jesse Fuller,0.99
5,90’s Music,Sanctuary,David Murray/Paul Di'Anno/Steve Harris,0.0
5,90’s Music,Sanctuary,,0.99
5,90’s Music,Sangrando,Gonzaga Jr/Gonzaguinha,0.0
5,90’s Music,Sangue De Bairro,Chico Science,0.99
5,90’s Music,Santana Jam,Carlos Santana,0.99
5,90’s Music,Sapopemba e Maxambomba,Nei Lopes/Wilson Moreira,0.99
5,90’s Music,Satch Boogie,,0.99
5,90’s Music,Saudade Louca,Acyr Marques/Arlindo Cruz/Franco,0.0
5,90’s Music,Saudosismo,Caetano Veloso,0.99
5,90’s Music,Save Me (Remix),The Tea Party,0.0
5,90’s Music,Savior,Anthony Kiedis/Chad Smith/Flea/John Frusciante,0.0
5,90’s Music,Say Hello 2 Heaven,,0.99
5,90’s Music,"Say It Loud, I'm Black And I'm Proud Pt.1",Alfred Ellis/James Brown,0.99
5,90’s Music,Scam,Stuart Zender,0.0
5,90’s Music,Scar Tissue,Red Hot Chili Peppers,0.0
5,90’s Music,Scentless Apprentice,Nirvana,0.99
5,90’s Music,"Scheherazade, Op. 35: I. The Sea and Sindbad's Ship",Nikolai Rimsky-Korsakov,1.98
5,90’s Music,School,Kurt Cobain,0.0
5,90’s Music,Se Liga,,0.99
5,90’s Music,Se...,,0.99
5,90’s Music,Sea Of Sorrow,Jerry Cantrell,0.99
5,90’s Music,Seduzir,Djavan,0.0
5,90’s Music,See You,"Dave, Taylor, Nate, Chris",0.99
5,90’s Music,See You Tonight,Gene Simmons,0.0
5,90’s Music,Seis Da Tarde,,0.99
5,90’s Music,Selvagem,Bi Ribeiro/Herbert Vianna/João Barone,1.98
5,90’s Music,Sem Essa de Malandro Agulha,Aldir Blanc/Jayme Vignoli,0.99
5,90’s Music,Sem Sentido,,0.99
5,90’s Music,Sem Terra,Samuel Rosa,0.0
5,90’s Music,Senhor Delegado/Eu Não Aguento,Antonio Lopes,0.0
5,90’s Music,Senhora E Senhor,Arnaldo Anutnes/Marcelo Fromer/Paulo Miklos,0.0
5,90’s Music,Serrado,Djavan,0.0
5,90’s Music,Será,Dado Villa-Lobos/Marcelo Bonfá,0.99
5,90’s Music,Set The Ray To Jerry,Billy Corgan,0.0
5,90’s Music,Seu Balancê,Paulinho Rezende/Toninho Geraes,0.99
5,90’s Music,Seus Amigos,,0.0
5,90’s Music,Sex Type Thing,D. DeLeo/Kretz/Weiland,0.99
5,90’s Music,Shamrocks And Shenanigans,E. Schrody/L. Dimant,0.0
5,90’s Music,Shamrocks And Shenanigans (Boom Shalock Lock Boom/Butch Vig Mix),E. Schrody/L. Dimant,0.0
5,90’s Music,She,Billie Joe Armstrong -Words Green Day -Music,0.99
5,90’s Music,She,"Gene Simmons, S. Coronel",0.99
5,90’s Music,She Loves Me Not,Bill Gould/Mike Bordin/Mike Patton,1.98
5,90’s Music,She Wears Black,G Harvey/R Hope-Taylor,0.99
5,90’s Music,Shining In The Light,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",0.99
5,90’s Music,Shiny Happy People,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,0.99
5,90’s Music,Shock Me,Ace Frehley,1.98
5,90’s Music,Shotgun Blues,W. Axl Rose,0.99
5,90’s Music,Should I Stay Or Should I Go,The Clash,0.0
5,90’s Music,Shout At The Devil,Nikki Sixx,0.99
5,90’s Music,Shout It Out Loud,"Paul Stanley, Gene Simmons, B. Ezrin",0.99
5,90’s Music,Sign Of The Cross,Steve Harris,0.99
5,90’s Music,Signe,Eric Clapton,0.99
5,90’s Music,Silver And Gold,Bono,0.0
5,90’s Music,Sin,R. DeLeo/Weiland,0.0
5,90’s Music,Sina,Djavan,0.0
5,90’s Music,Since I've Been Loving You,John Paul Jones/Robert Plant,0.99
5,90’s Music,Sincero Breu,C. A./C.A./Celso Alvim/Herbert Vianna/Mário Moura/Pedro Luís/Sidon Silva,0.99
5,90’s Music,Sing Joyfully,William Byrd,0.99
5,90’s Music,Sir Psycho Sexy,Anthony Kiedis/Chad Smith/Flea/John Frusciante,0.99
5,90’s Music,Sister Awake,The Tea Party,0.99
5,90’s Music,Sister Morphine,Faithfull/Jagger/Richards,0.0
5,90’s Music,Siva,Billy Corgan,0.0
5,90’s Music,Slide It In,Coverdale,0.0
5,90’s Music,Slither,"Hetfield, Ulrich, Hammett",0.99
5,90’s Music,Sliver,Kurt Cobain,0.0
5,90’s Music,Slow An' Easy,Moody,0.0
5,90’s Music,Slow Down,Larry Williams,0.0
5,90’s Music,Slug,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",0.99
5,90’s Music,Smaller And Smaller,,0.0
5,90’s Music,Smells Like Teen Spirit,Nirvana,0.99
5,90’s Music,Smells Like Teen Spirit,Kurt Cobain,0.99
5,90’s Music,Smoke On The Water,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",0.0
5,90’s Music,Smoked Pork,,0.99
5,90’s Music,Smokin' in The Boys Room,Cub Coda/Michael Lutz,0.99
5,90’s Music,Smooth,M. Itaal Shur & Rob Thomas,0.0
5,90’s Music,Snowblind,,0.0
5,90’s Music,So Beautiful,Mick Hucknall,0.99
5,90’s Music,So Cruel,U2,0.99
5,90’s Music,"So Fast, So Numb",Bill Berry-Peter Buck-Mike Mills-Michael Stipe,0.99
5,90’s Music,So Fine,Duff McKagan,0.0
5,90’s Music,So What,Culmer/Exalt,0.99
5,90’s Music,Sobremesa,Chico Science,0.99
5,90’s Music,Solitaire,roger glover,0.0
5,90’s Music,Solomon HWV 67: The Arrival of the Queen of Sheba,George Frideric Handel,0.0
5,90’s Music,Solução,,0.0
5,90’s Music,Sombras Do Meu Destino,,0.0
5,90’s Music,Some Days Are Better Than Others,U2; Bono,0.0
5,90’s Music,Somebody Stole My Guitar,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",0.0
5,90’s Music,Somethin' Else,Bob Cochran/Sharon Sheeley,0.0
5,90’s Music,Something For Nothing,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,0.0
5,90’s Music,Something Got Me Started,Mick Hucknall and Fritz McIntyre,0.0
5,90’s Music,Something In The Way,Kurt Cobain,0.0
5,90’s Music,Sometimes I Feel Like Screaming,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",0.99
5,90’s Music,Sonifera Ilha,Branco Mello/Carlos Barmack/Ciro Pessoa/Marcelo Fromer/Toni Belloto,0.99
5,90’s Music,Sons Of Freedom,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",0.99
5,90’s Music,Soon Forgotten,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",0.0
5,90’s Music,Soul Education,Jay Kay/Toby Smith,0.99
5,90’s Music,Soul Parsifal,Renato Russo - Marisa Monte,0.99
5,90’s Music,Soul Power (Live),James Brown,0.0
5,90’s Music,Soul Sacrifice,Carlos Santana,0.0
5,90’s Music,Sozinho,Peninha,0.99
5,90’s Music,Space Cowboy,J. Kay/Jay Kay,0.0
5,90’s Music,Space Trucking,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",0.0
5,90’s Music,Spanish Eyes,U2,0.99
5,90’s Music,Spank Thru,Kurt Cobain,0.99
5,90’s Music,Sparks Will Fly,Jagger/Richards,0.0
5,90’s Music,Spirit's in the Material World,G M Sumner,0.0
5,90’s Music,Spoonman,Chris Cornell,0.99
5,90’s Music,Stairway To Heaven,Robert Plant,0.99
5,90’s Music,Star A.D.,"Mike Bordin, Billy Gould, Mike Patton",0.99
5,90’s Music,Staring At The Sun,"Bono, The Edge, Adam Clayton, and Larry Mullen",0.99
5,90’s Music,Stars,Mick Hucknall,0.99
5,90’s Music,"Stay (Faraway, So Close!)",U2; Bono,0.99
5,90’s Music,Stay Away,Kurt Cobain,0.0
5,90’s Music,Still Of The Night,Sykes,0.99
5,90’s Music,Stillness In Time,Toby Smith,0.0
5,90’s Music,Stir It Up (Live),,1.98
5,90’s Music,Stone Cold Crazy,Deacon/May/Mercury/Taylor,1.98
5,90’s Music,Stone Dead Forever,Clarke/Kilmister/Tayler,0.0
5,90’s Music,Strange Brew,Clapton/Collins/Pappalardi,0.0
5,90’s Music,Stripsearch,Jon Hudson/Mike Bordin/Mike Patton,0.99
5,90’s Music,Strutter,"Paul Stanley, Gene Simmons",0.99
5,90’s Music,Stuck With Me,Billie Joe Armstrong -Words Green Day -Music,0.99
5,90’s Music,Sua Impossivel Chance,Nando Reis,0.99
5,90’s Music,Suck My Kiss,Anthony Kiedis/Chad Smith/Flea/John Frusciante,0.99
5,90’s Music,Suck On The Jugular,Jagger/Richards,0.99
5,90’s Music,"Suite No. 3 in D, BWV 1068: III. Gavotte I & II",Johann Sebastian Bach,1.98
5,90’s Music,"Suite for Solo Cello No. 1 in G Major, BWV 1007: I. Prélude",Johann Sebastian Bach,0.99
5,90’s Music,Sul Da América,Samuel Rosa,0.0
5,90’s Music,Sunchild,Graham Harvey,0.0
5,90’s Music,Sunday Bloody Sunday,U2,0.0
5,90’s Music,Sunshine,Jerry Cantrell,0.0
5,90’s Music,Sunshine Of Your Love,Bruce/Clapton,1.98
5,90’s Music,Supersonic,Jay Kay,0.0
5,90’s Music,Superstition,,0.0
5,90’s Music,Sure Know Something,"Paul Stanley, Vincent Poncia",1.98
5,90’s Music,Sure Know Something,"Paul Stanley, Vincent Poncia",1.98
5,90’s Music,Surfing with the Alien,,0.0
5,90’s Music,Surrender,,1.98
5,90’s Music,Sweet Lady Luck,Vandenberg,0.99
5,90’s Music,Sweet Leaf,,0.0
5,90’s Music,Sweetest Thing,U2 & Daragh O'Toole,1.98
5,90’s Music,Sweetest Thing,U2,0.99
5,90’s Music,Sweethearts Together,Jagger/Richards,0.99
5,90’s Music,Swing Low Sweet Chariot,Clapton/Trad. Arr. Clapton,0.99
5,90’s Music,"Symphonie Fantastique, Op. 14: V. Songe d'une nuit du sabbat",Hector Berlioz,1.98
5,90’s Music,Symphony No. 2: III. Allegro vivace,Kurt Weill,0.99
5,90’s Music,Symphony No.5 in C Minor: I. Allegro con brio,Ludwig van Beethoven,0.0
5,90’s Music,Sympton of the Universe,,0.99
5,90’s Music,Sábado A Noite,Lulu Santos,0.99
5,90’s Music,Sítio Do Pica-Pau Amarelo,Gilberto Gil,0.99
5,90’s Music,Tailgunner,Bruce Dickinson/Steve Harris,0.0
5,90’s Music,Tailgunner,,0.0
5,90’s Music,Tailgunner,Bruce Dickinson/Steve Harris,0.99
5,90’s Music,Take This Bottle,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",0.99
5,90’s Music,Talk About Love,roger glover,0.0
5,90’s Music,Tears In Heaven,"Eric Clapton, Will Jennings",0.99
5,90’s Music,Televisão,Titãs,0.0
5,90’s Music,Tempo Perdido,Renato Russo,1.98
5,90’s Music,Tempo Rei,Gilberto Gil,0.99
5,90’s Music,Temptation,The Tea Party,0.0
5,90’s Music,Temptation,The Tea Party,0.0
5,90’s Music,Tendo A Lua,Herbert Vianna/Tet Tillett,0.0
5,90’s Music,Tenho Sede,Gilberto Gil,0.0
5,90’s Music,Tequila - Lourinha Bombril (Parate Y Mira),Bahiano/Chuck Rio/Diego Blanco/Herbert Vianna,0.0
5,90’s Music,Terra,,0.0
5,90’s Music,Terra,Caetano Veloso,0.99
5,90’s Music,Territorial Pissings,Kurt Cobain,0.99
5,90’s Music,Texarkana,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,0.99
5,90’s Music,Thank You,Robert Plant,0.99
5,90’s Music,That's The Way,Robert Plant,0.99
5,90’s Music,The Aftermath,Blaze Bayley/Janick Gers/Steve Harris,1.98
5,90’s Music,The Alchemist,Roy Z,0.99
5,90’s Music,The Angel And The Gambler,Steve Harris,0.99
5,90’s Music,The Apparition,Janick Gers/Steve Harris,0.0
5,90’s Music,The Assassin,Steve Harris,0.99
5,90’s Music,The Aviator,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",0.0
5,90’s Music,The Battle Rages On,ian paice/jon lord,0.99
5,90’s Music,The Bazaar,The Tea Party,0.0
5,90’s Music,The Call Up,The Clash,0.0
5,90’s Music,The Calling,Carlos Santana & C. Thompson,0.0
5,90’s Music,The Clairvoyant,,0.0
5,90’s Music,The Clairvoyant,Steve Harris,0.0
5,90’s Music,The Clansman,Steve Harris,0.0
5,90’s Music,The Cut Runs Deep,"Blackmore, Glover, Turner, Lord, Paice",0.99
5,90’s Music,The Day I Tried To Live,Chris Cornell,0.99
5,90’s Music,The Deeper The Love,Vandenberg,0.99
5,90’s Music,The Edge Of Darkness,Blaze Bayley/Janick Gers/Steve Harris,0.0
5,90’s Music,The Educated Fool,Steve Harris,0.99
5,90’s Music,The Evil That Men Do,Adrian Smith/Bruce Dickinson/Steve Harris,0.0
5,90’s Music,The Evil That Men Do,,0.99
5,90’s Music,The First Time,U2; Bono,0.99
5,90’s Music,The Fly,U2,0.99
5,90’s Music,The Fugitive,Steve Harris,0.99
5,90’s Music,The Garden,,1.98
5,90’s Music,The Gentle Art Of Making Enemies,"Mike Bordin, Billy Gould, Mike Patton",0.99
5,90’s Music,The Girl I Love She Got Long Black Wavy Hair,Jimmy Page/John Bonham/John Estes/John Paul Jones/Robert Plant,0.0
5,90’s Music,The God That Failed,Ulrich,0.99
5,90’s Music,The Greeting Song,Anthony Kiedis/Chad Smith/Flea/John Frusciante,0.0
5,90’s Music,The House Jack Built,"James Hetfield, Lars Ulrich, Kirk Hammett",1.98
5,90’s Music,The Kids,Toby Smith,0.0
5,90’s Music,The Last Time,Jagger/Richards,0.0
5,90’s Music,The Last To Know,"Mike Bordin, Billy Gould, Mike Patton",0.0
5,90’s Music,The Magnificent Seven,The Clash,0.0
5,90’s Music,The Memory Remains,"Hetfield, Ulrich",0.99
5,90’s Music,The Messenger,Daniel Lanois,0.0
5,90’s Music,"The Messiah: Behold, I Tell You a Mystery... The Trumpet Shall Sound",George Frideric Handel,0.99
5,90’s Music,The More I See,Molaney/Morris/Roberts/Wainwright,0.99
5,90’s Music,The Number Of The Beast,Steve Harris,0.0
5,90’s Music,The Number Of The Beast,,0.0
5,90’s Music,The Other Side,"Steven Tyler, Jim Vallance",0.0
5,90’s Music,The Outlaw Torn,"James Hetfield, Lars Ulrich",0.99
5,90’s Music,The Playboy Mansion,"Bono, The Edge, Adam Clayton, and Larry Mullen",0.99
5,90’s Music,The Power Of Equality,Anthony Kiedis/Chad Smith/Flea/John Frusciante,0.99
5,90’s Music,The Prince,Harris/Tatler,0.0
5,90’s Music,The Purpendicular Waltz,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",0.0
5,90’s Music,The Real Problem,,0.0
5,90’s Music,The Right Thing,Mick Hucknall,0.99
5,90’s Music,The Righteous & The Wicked,Anthony Kiedis/Chad Smith/Flea/John Frusciante,0.0
5,90’s Music,The River (Remix),The Tea Party,0.99
5,90’s Music,The Show Must Go On,Queen,0.99
5,90’s Music,The Small Hours,Holocaust,0.99
5,90’s Music,The Spirit Of Radio,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,0.0
5,90’s Music,The Struggle Within,Ulrich,0.99
5,90’s Music,The Sun Road,"Terry Bozzio, Steve Stevens, Tony Levin",0.99
5,90’s Music,The Temples Of Syrinx,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,0.0
5,90’s Music,The Three Sunrises,U2,0.99
5,90’s Music,The Tower,Roy Z,0.99
5,90’s Music,The Trees,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,0.0
5,90’s Music,The Trooper,Steve Harris,0.99
5,90’s Music,The Trooper,,1.98
5,90’s Music,The Unbeliever,Janick Gers/Steve Harris,0.99
5,90’s Music,The Unforgettable Fire,U2,0.99
5,90’s Music,The Unforgiven,"James Hetfield, Lars Ulrich and Kirk Hammett",0.99
5,90’s Music,The Unforgiven,Apocalyptica,0.99
5,90’s Music,The Unforgiven II,"Hetfield, Ulrich, Hammett",1.98
5,90’s Music,The Unwritten Law,"Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",0.99
5,90’s Music,The Wait,Killing Joke,0.99
5,90’s Music,The Wake-Up Bomb,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,0.99
5,90’s Music,The Wanderer,U2; Bono,0.99
5,90’s Music,The Winner Loses,,0.0
5,90’s Music,The Witch,,0.0
5,90’s Music,The Wizard,,0.0
5,90’s Music,The Worst,Jagger/Richards,0.0
5,90’s Music,Theme From Let's Go Native,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",0.0
5,90’s Music,Theme From The Swan,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",0.99
5,90’s Music,There Goes The Neighborhood,,0.0
5,90’s Music,They're Red Hot,Robert Johnson,0.99
5,90’s Music,Thief In The Night,De Beauport/Jagger/Richards,0.99
5,90’s Music,Think,Lowman Pauling,0.0
5,90’s Music,Thinking 'Bout Tomorrow,Fayyaz Virgi/Richard Bull,0.99
5,90’s Music,This Is Radio Clash,The Clash,0.99
5,90’s Music,This Velvet Glove,Red Hot Chili Peppers,0.0
5,90’s Music,Thorn Within,"James Hetfield, Lars Ulrich, Kirk Hammett",0.0
5,90’s Music,Thrill Me,Mick Hucknall and Fritz McIntyre,0.0
5,90’s Music,Through The Never,"James Hetfield, Lars Ulrich and Kirk Hammett",0.99
5,90’s Music,Thru And Thru,Jagger/Richards,0.0
5,90’s Music,Time To Kill,roger glover,0.0
5,90’s Music,Times of Trouble,,0.0
5,90’s Music,"Toccata and Fugue in D Minor, BWV 565: I. Toccata",Johann Sebastian Bach,0.0
5,90’s Music,Toda Cor,Ciro Pressoa/Marcelo Fromer,1.98
5,90’s Music,Toda Menina Baiana,Gilberto Gil,0.99
5,90’s Music,Today,Billy Corgan,0.0
5,90’s Music,Tommy Gun,Joe Strummer/Mick Jones,0.99
5,90’s Music,"Tonight, Tonight",Billy Corgan,0.0
5,90’s Music,Too Fast For Love,Nikki Sixx,0.0
5,90’s Music,Too Late Too Late,Clarke/Kilmister/Tayler,0.0
5,90’s Music,Too Much Is Not Enough,"Turner, Held, Greenwood",0.0
5,90’s Music,Too Young To Die,"Smith, Toby",0.99
5,90’s Music,Top O' The Morning To Ya,E. Schrody/L. Dimant,0.99
5,90’s Music,Tourette's,Kurt Cobain,0.0
5,90’s Music,Train In Vain,Joe Strummer/Mick Jones,1.98
5,90’s Music,Transmission,The Tea Party,0.0
5,90’s Music,Transylvania,Steve Harris,0.99
5,90’s Music,"Trash, Trampoline And The Party Girl",U2,0.99
5,90’s Music,Travelling Riverside Blues,Jimmy Page/Robert Johnson/Robert Plant,0.99
5,90’s Music,Trupets Of Jericho,Roy Z,0.99
5,90’s Music,Truth Hurts,"Blackmore, Glover, Turner",0.0
5,90’s Music,Tryin' To Throw Your Arms Around The World,U2,0.0
5,90’s Music,Tuesday's Gone,Collins/Van Zandt,0.99
5,90’s Music,"Turandot, Act III, Nessun dorma!",Giacomo Puccini,0.0
5,90’s Music,Turn The Page,Seger,0.99
5,90’s Music,Twist And Shout,Bert Russell/Phil Medley,0.0
5,90’s Music,Two Steps Behind [Acoustic Version],,0.99
5,90’s Music,Ty Cobb,Ben Shepherd/Chris Cornell,0.0
5,90’s Music,Tão Seu,Samuel Rosa,0.0
5,90’s Music,Ugly In The Morning,"Mike Bordin, Billy Gould, Mike Patton",0.99
5,90’s Music,Ultraviolet (Light My Way),U2,0.0
5,90’s Music,Um Amor Puro,Djavan,0.99
5,90’s Music,Um Amor Puro,,0.99
5,90’s Music,"Um Amor, Um Lugar",Herbert Vianna,0.99
5,90’s Music,Um Contrato Com Deus,,0.0
5,90’s Music,Um Dia Qualquer,Samuel Rosa,0.99
5,90’s Music,Um Homem Também Chora (Guerreiro Menino),,0.0
5,90’s Music,Um Indio,,0.99
5,90’s Music,Um Jantar Pra Dois,,0.0
5,90’s Music,Um Love,,0.99
5,90’s Music,Um Passeio No Mundo Livre,Chico Science,0.99
5,90’s Music,Um Satélite Na Cabeça,Chico Science,0.99
5,90’s Music,Unchained Melody,Alex North/Hy Zaret,0.0
5,90’s Music,Under The Bridge,Anthony Kiedis/Chad Smith/Flea/John Frusciante,1.98
5,90’s Music,Undertow,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,1.98
5,90’s Music,United Colours,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",0.99
5,90’s Music,Uns Dias,Herbert Vianna,0.99
5,90’s Music,Until It Sleeps,"James Hetfield, Lars Ulrich",0.99
5,90’s Music,Until My Dying Day,,0.0
5,90’s Music,Until The End Of The World,U2,0.0
5,90’s Music,Untitled,Pearl Jam,1.98
5,90’s Music,Up In Arms,"Dave, Taylor, Nate, Chris",0.0
5,90’s Music,Upon A Golden Horse,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",0.0
5,90’s Music,Vai Adiar,Alcino Corrêa/Monarco,0.0
5,90’s Music,Vai Valer,Herbert Vianna,0.99
5,90’s Music,Valentino's,,0.99
5,90’s Music,Vamo Batê Lata,Herbert Vianna,0.99
5,90’s Music,Vamos Dançar,,0.0
5,90’s Music,Vavoom : Ted The Mechanic,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",0.99
5,90’s Music,Vendedor De Caranguejo (Live),,0.0
5,90’s Music,Vento No Litoral,Dado Villa-Lobos/Marcelo Bonfá,0.0
5,90’s Music,Verdade,Carlinhos Santana/Nelson Rufino,0.99
5,90’s Music,Vida Boa,Fausto Nilo - Armandinho,0.99
5,90’s Music,Vivo Isolado Do Mundo,Alcides Dias Lopes,0.0
5,90’s Music,Voce Nao Entende Nada - Cotidiano,,0.99
5,90’s Music,Voce e Linda,,0.0
5,90’s Music,Voodoo,,1.98
5,90’s Music,Vou Pra Ai,,0.99
